2D ARRAY. size1: 60, size2: 2, tda: 2
-3.000000, 0.000000
-2.900000, 0.000000
-2.800000, 0.000000
-2.700000, 0.000000
-2.600000, 0.000000
-2.500000, 0.000000
-2.400000, 0.000000
-2.300000, 0.000000
-2.200000, 0.000000
-2.100000, 0.000000
-2.000000, 0.000000
-1.900000, 0.000000
-1.800000, 0.000000
-1.700000, 0.000000
-1.600000, 0.000000
-1.500000, 0.000000
-1.400000, 0.000000
-1.300000, 0.000000
-1.200000, 0.000000
-1.100000, 0.000000
-1.000000, 0.000000
-0.900000, 0.000000
-0.800000, 0.000000
-0.700000, 0.000000
-0.600000, 0.000000
-0.500000, 0.000000
-0.400000, 0.000000
-0.300000, 0.000000
-0.200000, 0.000000
-0.100000, 2.840000
0.000000, 7.160000
0.100000, 0.000000
0.200000, 0.000000
0.300000, 0.000000
0.400000, 0.000000
0.500000, 0.000000
0.600000, 0.000000
0.700000, 0.000000
0.800000, 0.000000
0.900000, 0.000000
1.000000, 0.000000
1.100000, 0.000000
1.200000, 0.000000
1.300000, 0.000000
1.400000, 0.000000
1.500000, 0.000000
1.600000, 0.000000
1.700000, 0.000000
1.800000, 0.000000
1.900000, 0.000000
2.000000, 0.000000
2.100000, 0.000000
2.200000, 0.000000
2.300000, 0.000000
2.400000, 0.000000
2.500000, 0.000000
2.600000, 0.000000
2.700000, 0.000000
2.800000, 0.000000
2.900000, 0.000000
